Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
2066,-1.932861328,-2.842529297,-4.942382813,465,-503,337
2071,-1.929931641,-2.842041016,-4.943359375,476,-502,312
2076,-1.930419922,-2.840332031,-4.942626953,462,-481,346
2081,-1.931884766,-2.842041016,-4.940673828,489,-494,341
2086,-1.930175781,-2.843505859,-4.946289063,480,-491,344
2091,-1.926757813,-2.840332031,-4.941650391,487,-495,323
2096,-1.932128906,-2.844238281,-4.942626953,493,-505,341
2101,-1.933349609,-2.841796875,-4.944335938,481,-506,344
2106,-1.927978516,-2.843017578,-4.939697266,454,-471,345
2111,-1.932617188,-2.839355469,-4.939697266,466,-498,353
2116,-1.929199219,-2.840576172,-4.931640625,483,-481,334
2121,-1.929443359,-2.841796875,-4.939208984,474,-462,354
2126,-1.933105469,-2.840332031,-4.941650391,486,-478,333
2131,-1.934326172,-2.841796875,-4.939697266,465,-479,329
2136,-1.928466797,-2.843994141,-4.937988281,486,-464,326
2141,-1.934326172,-2.842041016,-4.941162109,497,-490,326
2146,-1.926269531,-2.840576172,-4.938720703,471,-498,352
2151,-1.930908203,-2.842285156,-4.929931641,476,-498,333
2156,-1.933349609,-2.842285156,-4.948974609,497,-478,330
2161,-1.931884766,-2.842041016,-4.946533203,476,-491,331
2166,-1.932128906,-2.844238281,-4.939208984,496,-474,337
2171,-1.930664063,-2.840087891,-4.939697266,464,-508,336
2176,-1.931396484,-2.842529297,-4.943847656,463,-481,337
2181,-1.930175781,-2.837646484,-4.939697266,486,-469,341
2186,-1.935546875,-2.838134766,-4.939697266,477,-497,333
2191,-1.928222656,-2.840820313,-4.942138672,510,-510,326
2197,-1.932861328,-2.841308594,-4.934326172,483,-483,335
2202,-1.933349609,-2.846191406,-4.9453125,461,-474,344
2207,-1.924316406,-2.840332031,-4.952636719,476,-512,334
2212,-1.929199219,-2.845947266,-4.936523438,483,-487,321
2217,-1.930908203,-2.840332031,-4.941162109,478,-484,344
2222,-1.926513672,-2.842529297,-4.940917969,470,-490,322
2227,-1.924316406,-2.839111328,-4.943847656,461,-470,301
2232,-1.935058594,-2.841064453,-4.942626953,490,-490,326
2237,-1.929443359,-2.840576172,-4.935546875,486,-507,323
2242,-1.929199219,-2.839111328,-4.938476563,466,-491,330
2247,-1.931640625,-2.839355469,-4.942138672,454,-497,346
2252,-1.931396484,-2.84375,-4.947021484,492,-494,325
2257,-1.932128906,-2.840820313,-4.938720703,470,-486,325
2262,-1.930908203,-2.844726563,-4.938964844,474,-480,340
